sa4,age,sex,education,ingp,unemployment
Hunter Valley exc Newcastle,30-39 years,Male,hs_finished,Non-Indigenous,194
Hunter Valley exc Newcastle,30-39 years,Male,hs_not_finished,Indigenous,53
Hunter Valley exc Newcastle,30-39 years,Male,hs_not_finished,Non-Indigenous,451
Hunter Valley exc Newcastle,30-39 years,Female,hs_finished,Indigenous,14
Hunter Valley exc Newcastle,30-39 years,Female,hs_finished,Non-Indigenous,332
Hunter Valley exc Newcastle,30-39 years,Female,hs_not_finished,Indigenous,41
Hunter Valley exc Newcastle,30-39 years,Female,hs_not_finished,Non-Indigenous,338
Hunter Valley exc Newcastle,40-49 years,Male,hs_finished,Indigenous,8
Hunter Valley exc Newcastle,40-49 years,Male,hs_finished,Non-Indigenous,191
Hunter Valley exc Newcastle,40-49 years,Male,hs_not_finished,Indigenous,34
Hunter Valley exc Newcastle,40-49 years,Male,hs_not_finished,Non-Indigenous,454
Hunter Valley exc Newcastle,40-49 years,Female,hs_finished,Indigenous,13
Hunter Valley exc Newcastle,40-49 years,Female,hs_finished,Non-Indigenous,276
Hunter Valley exc Newcastle,40-49 years,Female,hs_not_finished,Indigenous,43
Hunter Valley exc Newcastle,40-49 years,Female,hs_not_finished,Non-Indigenous,428
Hunter Valley exc Newcastle,50-59 years,Male,hs_finished,Indigenous,7
Hunter Valley exc Newcastle,50-59 years,Male,hs_finished,Non-Indigenous,148
Hunter Valley exc Newcastle,50-59 years,Male,hs_not_finished,Indigenous,36
Hunter Valley exc Newcastle,50-59 years,Male,hs_not_finished,Non-Indigenous,477
Hunter Valley exc Newcastle,50-59 years,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,50-59 years,Female,hs_finished,Non-Indigenous,143
Hunter Valley exc Newcastle,50-59 years,Female,hs_not_finished,Indigenous,16
Hunter Valley exc Newcastle,50-59 years,Female,hs_not_finished,Non-Indigenous,398
Hunter Valley exc Newcastle,60-69 years,Male,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,60-69 years,Male,hs_finished,Non-Indigenous,113
Hunter Valley exc Newcastle,60-69 years,Male,hs_not_finished,Indigenous,15
Hunter Valley exc Newcastle,60-69 years,Male,hs_not_finished,Non-Indigenous,225
Hunter Valley exc Newcastle,60-69 years,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,60-69 years,Female,hs_finished,Non-Indigenous,43
Hunter Valley exc Newcastle,60-69 years,Female,hs_not_finished,Indigenous,4
Hunter Valley exc Newcastle,60-69 years,Female,hs_not_finished,Non-Indigenous,116
Hunter Valley exc Newcastle,70-79 years,Male,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,70-79 years,Male,hs_finished,Non-Indigenous,8
Hunter Valley exc Newcastle,70-79 years,Male,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,70-79 years,Male,hs_not_finished,Non-Indigenous,10
Hunter Valley exc Newcastle,70-79 years,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,70-79 years,Female,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,70-79 years,Female,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,70-79 years,Female,hs_not_finished,Non-Indigenous,8
Hunter Valley exc Newcastle,80-89 years,Male,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Male,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Male,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Female,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Female,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_finished,Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_finished,Non-Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_not_finished,Indigenous,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Illawarra,15-19 years,Male,hs_finished,Indigenous,10
Illawarra,15-19 years,Male,hs_finished,Non-Indigenous,415
Illawarra,15-19 years,Male,hs_not_finished,Indigenous,51
Illawarra,15-19 years,Male,hs_not_finished,Non-Indigenous,623
Illawarra,15-19 years,Female,hs_finished,Indigenous,25
Illawarra,15-19 years,Female,hs_finished,Non-Indigenous,398
Illawarra,15-19 years,Female,hs_not_finished,Indigenous,45
Illawarra,15-19 years,Female,hs_not_finished,Non-Indigenous,510
Illawarra,20-29 years,Male,hs_finished,Indigenous,29
Illawarra,20-29 years,Male,hs_finished,Non-Indigenous,1072
Illawarra,20-29 years,Male,hs_not_finished,Indigenous,53
Illawarra,20-29 years,Male,hs_not_finished,Non-Indigenous,525
Illawarra,20-29 years,Female,hs_finished,Indigenous,31
Illawarra,20-29 years,Female,hs_finished,Non-Indigenous,822
Illawarra,20-29 years,Female,hs_not_finished,Indigenous,29
Illawarra,20-29 years,Female,hs_not_finished,Non-Indigenous,343
Illawarra,30-39 years,Male,hs_finished,Indigenous,9
Illawarra,30-39 years,Male,hs_finished,Non-Indigenous,339
Illawarra,30-39 years,Male,hs_not_finished,Indigenous,19
Illawarra,30-39 years,Male,hs_not_finished,Non-Indigenous,308
Illawarra,30-39 years,Female,hs_finished,Indigenous,12
Illawarra,30-39 years,Female,hs_finished,Non-Indigenous,391
Illawarra,30-39 years,Female,hs_not_finished,Indigenous,16
Illawarra,30-39 years,Female,hs_not_finished,Non-Indigenous,275
Illawarra,40-49 years,Male,hs_finished,Indigenous,9
Illawarra,40-49 years,Male,hs_finished,Non-Indigenous,256
Illawarra,40-49 years,Male,hs_not_finished,Indigenous,25
Illawarra,40-49 years,Male,hs_not_finished,Non-Indigenous,345
Illawarra,40-49 years,Female,hs_finished,Indigenous,4
Illawarra,40-49 years,Female,hs_finished,Non-Indigenous,338
Illawarra,40-49 years,Female,hs_not_finished,Indigenous,17
Illawarra,40-49 years,Female,hs_not_finished,Non-Indigenous,356
Illawarra,50-59 years,Male,hs_finished,Indigenous,3
Illawarra,50-59 years,Male,hs_finished,Non-Indigenous,231
Illawarra,50-59 years,Male,hs_not_finished,Indigenous,13
Illawarra,50-59 years,Male,hs_not_finished,Non-Indigenous,404
Illawarra,50-59 years,Female,hs_finished,Indigenous,4
Illawarra,50-59 years,Female,hs_finished,Non-Indigenous,171
Illawarra,50-59 years,Female,hs_not_finished,Indigenous,12
Illawarra,50-59 years,Female,hs_not_finished,Non-Indigenous,297
Illawarra,60-69 years,Male,hs_finished,Indigenous,3
Illawarra,60-69 years,Male,hs_finished,Non-Indigenous,117
Illawarra,60-69 years,Male,hs_not_finished,Indigenous,3
Illawarra,60-69 years,Male,hs_not_finished,Non-Indigenous,189
Illawarra,60-69 years,Female,hs_finished,Indigenous,0
Illawarra,60-69 years,Female,hs_finished,Non-Indigenous,63
Illawarra,60-69 years,Female,hs_not_finished,Indigenous,0
Illawarra,60-69 years,Female,hs_not_finished,Non-Indigenous,94
Illawarra,70-79 years,Male,hs_finished,Indigenous,0
Illawarra,70-79 years,Male,hs_finished,Non-Indigenous,10
Illawarra,70-79 years,Male,hs_not_finished,Indigenous,0
Illawarra,70-79 years,Male,hs_not_finished,Non-Indigenous,8
Illawarra,70-79 years,Female,hs_finished,Indigenous,0
Illawarra,70-79 years,Female,hs_finished,Non-Indigenous,7
Illawarra,70-79 years,Female,hs_not_finished,Indigenous,0
Illawarra,70-79 years,Female,hs_not_finished,Non-Indigenous,5
Illawarra,80-89 years,Male,hs_finished,Indigenous,0
Illawarra,80-89 years,Male,hs_finished,Non-Indigenous,0
Illawarra,80-89 years,Male,hs_not_finished,Indigenous,0
Illawarra,80-89 years,Male,hs_not_finished,Non-Indigenous,3
Illawarra,80-89 years,Female,hs_finished,Indigenous,0
Illawarra,80-89 years,Female,hs_finished,Non-Indigenous,0
Illawarra,80-89 years,Female,hs_not_finished,Indigenous,0
Illawarra,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Illawarra,90-99 years,Male,hs_finished,Indigenous,0
Illawarra,90-99 years,Male,hs_finished,Non-Indigenous,0
Illawarra,90-99 years,Male,hs_not_finished,Indigenous,0
Illawarra,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Illawarra,90-99 years,Female,hs_finished,Indigenous,0
Illawarra,90-99 years,Female,hs_finished,Non-Indigenous,0
Illawarra,90-99 years,Female,hs_not_finished,Indigenous,0
Illawarra,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Illawarra,100 years and over,Male,hs_finished,Indigenous,0
Illawarra,100 years and over,Male,hs_finished,Non-Indigenous,0
Illawarra,100 years and over,Male,hs_not_finished,Indigenous,0
Illawarra,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Illawarra,100 years and over,Female,hs_finished,Indigenous,0
Illawarra,100 years and over,Female,hs_finished,Non-Indigenous,0
Illawarra,100 years and over,Female,hs_not_finished,Indigenous,0
Illawarra,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Mid North Coast,15-19 years,Male,hs_finished,Indigenous,16
Mid North Coast,15-19 years,Male,hs_finished,Non-Indigenous,138
Mid North Coast,15-19 years,Male,hs_not_finished,Indigenous,74
Mid North Coast,15-19 years,Male,hs_not_finished,Non-Indigenous,334
Mid North Coast,15-19 years,Female,hs_finished,Indigenous,26
Mid North Coast,15-19 years,Female,hs_finished,Non-Indigenous,134
Mid North Coast,15-19 years,Female,hs_not_finished,Indigenous,56
Mid North Coast,15-19 years,Female,hs_not_finished,Non-Indigenous,243
Mid North Coast,20-29 years,Male,hs_finished,Indigenous,56
Mid North Coast,20-29 years,Male,hs_finished,Non-Indigenous,319
Mid North Coast,20-29 years,Male,hs_not_finished,Indigenous,106
Mid North Coast,20-29 years,Male,hs_not_finished,Non-Indigenous,392
Mid North Coast,20-29 years,Female,hs_finished,Indigenous,35
Mid North Coast,20-29 years,Female,hs_finished,Non-Indigenous,272
Mid North Coast,20-29 years,Female,hs_not_finished,Indigenous,48
Mid North Coast,20-29 years,Female,hs_not_finished,Non-Indigenous,232
Mid North Coast,30-39 years,Male,hs_finished,Indigenous,15
Mid North Coast,30-39 years,Male,hs_finished,Non-Indigenous,154
Mid North Coast,30-39 years,Male,hs_not_finished,Indigenous,44
Mid North Coast,30-39 years,Male,hs_not_finished,Non-Indigenous,282
Mid North Coast,30-39 years,Female,hs_finished,Indigenous,11
Mid North Coast,30-39 years,Female,hs_finished,Non-Indigenous,188
Mid North Coast,30-39 years,Female,hs_not_finished,Indigenous,44
Mid North Coast,30-39 years,Female,hs_not_finished,Non-Indigenous,204
Mid North Coast,40-49 years,Male,hs_finished,Indigenous,4
Mid North Coast,40-49 years,Male,hs_finished,Non-Indigenous,147
Mid North Coast,40-49 years,Male,hs_not_finished,Indigenous,47
Mid North Coast,40-49 years,Male,hs_not_finished,Non-Indigenous,348
Mid North Coast,40-49 years,Female,hs_finished,Indigenous,16
Mid North Coast,40-49 years,Female,hs_finished,Non-Indigenous,191
Mid North Coast,40-49 years,Female,hs_not_finished,Indigenous,52
Mid North Coast,40-49 years,Female,hs_not_finished,Non-Indigenous,301
Mid North Coast,50-59 years,Male,hs_finished,Indigenous,3
Mid North Coast,50-59 years,Male,hs_finished,Non-Indigenous,158
Mid North Coast,50-59 years,Male,hs_not_finished,Indigenous,49
Mid North Coast,50-59 years,Male,hs_not_finished,Non-Indigenous,531
Mid North Coast,50-59 years,Female,hs_finished,Indigenous,5
Mid North Coast,50-59 years,Female,hs_finished,Non-Indigenous,157
Mid North Coast,50-59 years,Female,hs_not_finished,Indigenous,24
Mid North Coast,50-59 years,Female,hs_not_finished,Non-Indigenous,387
Mid North Coast,60-69 years,Male,hs_finished,Indigenous,3
Mid North Coast,60-69 years,Male,hs_finished,Non-Indigenous,131
Mid North Coast,60-69 years,Male,hs_not_finished,Indigenous,16
Mid North Coast,60-69 years,Male,hs_not_finished,Non-Indigenous,261
Mid North Coast,60-69 years,Female,hs_finished,Indigenous,0
Mid North Coast,60-69 years,Female,hs_finished,Non-Indigenous,57
Mid North Coast,60-69 years,Female,hs_not_finished,Indigenous,0
Mid North Coast,60-69 years,Female,hs_not_finished,Non-Indigenous,148
Mid North Coast,70-79 years,Male,hs_finished,Indigenous,0
Mid North Coast,70-79 years,Male,hs_finished,Non-Indigenous,15
Mid North Coast,70-79 years,Male,hs_not_finished,Indigenous,0
Mid North Coast,70-79 years,Male,hs_not_finished,Non-Indigenous,18
Mid North Coast,70-79 years,Female,hs_finished,Indigenous,0
Mid North Coast,70-79 years,Female,hs_finished,Non-Indigenous,0
Mid North Coast,70-79 years,Female,hs_not_finished,Indigenous,0
Mid North Coast,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Mid North Coast,80-89 years,Male,hs_finished,Indigenous,0
Mid North Coast,80-89 years,Male,hs_finished,Non-Indigenous,0
Mid North Coast,80-89 years,Male,hs_not_finished,Indigenous,0
Mid North Coast,80-89 years,Male,hs_not_finished,Non-Indigenous,4
Mid North Coast,80-89 years,Female,hs_finished,Indigenous,0
Mid North Coast,80-89 years,Female,hs_finished,Non-Indigenous,0
Mid North Coast,80-89 years,Female,hs_not_finished,Indigenous,0
Mid North Coast,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Mid North Coast,90-99 years,Male,hs_finished,Indigenous,0
Mid North Coast,90-99 years,Male,hs_finished,Non-Indigenous,0
Mid North Coast,90-99 years,Male,hs_not_finished,Indigenous,0
Mid North Coast,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Mid North Coast,90-99 years,Female,hs_finished,Indigenous,0
Mid North Coast,90-99 years,Female,hs_finished,Non-Indigenous,0
Mid North Coast,90-99 years,Female,hs_not_finished,Indigenous,0
Mid North Coast,90-99 years,Female,hs_not_finished,Non-Indigenous,0
Mid North Coast,100 years and over,Male,hs_finished,Indigenous,0
Mid North Coast,100 years and over,Male,hs_finished,Non-Indigenous,0
Mid North Coast,100 years and over,Male,hs_not_finished,Indigenous,0
Mid North Coast,100 years and over,Male,hs_not_finished,Non-Indigenous,0
Mid North Coast,100 years and over,Female,hs_finished,Indigenous,0
Mid North Coast,100 years and over,Female,hs_finished,Non-Indigenous,0
Mid North Coast,100 years and over,Female,hs_not_finished,Indigenous,0
Mid North Coast,100 years and over,Female,hs_not_finished,Non-Indigenous,0
Murray,15-19 years,Male,hs_finished,Indigenous,9
Murray,15-19 years,Male,hs_finished,Non-Indigenous,59
Murray,15-19 years,Male,hs_not_finished,Indigenous,24
Murray,15-19 years,Male,hs_not_finished,Non-Indigenous,158
Murray,15-19 years,Female,hs_finished,Indigenous,6
Murray,15-19 years,Female,hs_finished,Non-Indigenous,71
Murray,15-19 years,Female,hs_not_finished,Indigenous,12
Murray,15-19 years,Female,hs_not_finished,Non-Indigenous,161
Murray,20-29 years,Male,hs_finished,Indigenous,4
Murray,20-29 years,Male,hs_finished,Non-Indigenous,159
Murray,20-29 years,Male,hs_not_finished,Indigenous,38
Murray,20-29 years,Male,hs_not_finished,Non-Indigenous,207
Murray,20-29 years,Female,hs_finished,Indigenous,6
Murray,20-29 years,Female,hs_finished,Non-Indigenous,197
Murray,20-29 years,Female,hs_not_finished,Indigenous,15
Murray,20-29 years,Female,hs_not_finished,Non-Indigenous,129
Murray,30-39 years,Male,hs_finished,Indigenous,3
Murray,30-39 years,Male,hs_finished,Non-Indigenous,98
Murray,30-39 years,Male,hs_not_finished,Indigenous,12
Murray,30-39 years,Male,hs_not_finished,Non-Indigenous,144
Murray,30-39 years,Female,hs_finished,Indigenous,6
Murray,30-39 years,Female,hs_finished,Non-Indigenous,118
Murray,30-39 years,Female,hs_not_finished,Indigenous,13
Murray,30-39 years,Female,hs_not_finished,Non-Indigenous,111
Murray,40-49 years,Male,hs_finished,Indigenous,4
Murray,40-49 years,Male,hs_finished,Non-Indigenous,85
Murray,40-49 years,Male,hs_not_finished,Indigenous,15
Murray,40-49 years,Male,hs_not_finished,Non-Indigenous,162
Murray,40-49 years,Female,hs_finished,Indigenous,4
Murray,40-49 years,Female,hs_finished,Non-Indigenous,86
Murray,40-49 years,Female,hs_not_finished,Indigenous,15
Murray,40-49 years,Female,hs_not_finished,Non-Indigenous,137
Murray,50-59 years,Male,hs_finished,Indigenous,3
Murray,50-59 years,Male,hs_finished,Non-Indigenous,66
Murray,50-59 years,Male,hs_not_finished,Indigenous,8
Murray,50-59 years,Male,hs_not_finished,Non-Indigenous,199
Murray,50-59 years,Female,hs_finished,Indigenous,0
Murray,50-59 years,Female,hs_finished,Non-Indigenous,49
Murray,50-59 years,Female,hs_not_finished,Indigenous,15
Murray,50-59 years,Female,hs_not_finished,Non-Indigenous,142
Murray,60-69 years,Male,hs_finished,Indigenous,0
Murray,60-69 years,Male,hs_finished,Non-Indigenous,52
Murray,60-69 years,Male,hs_not_finished,Indigenous,0
Murray,60-69 years,Male,hs_not_finished,Non-Indigenous,112
Murray,60-69 years,Female,hs_finished,Indigenous,0
Murray,60-69 years,Female,hs_finished,Non-Indigenous,24
Murray,60-69 years,Female,hs_not_finished,Indigenous,0
Murray,60-69 years,Female,hs_not_finished,Non-Indigenous,52
Murray,70-79 years,Male,hs_finished,Indigenous,0
Murray,70-79 years,Male,hs_finished,Non-Indigenous,3
Murray,70-79 years,Male,hs_not_finished,Indigenous,0
Murray,70-79 years,Male,hs_not_finished,Non-Indigenous,7
