sa4,age,sex,education,ingp,unemployment,labour_force
Far West and Orana,100 years and over,Male,hs_not_finished,Indigenous,0,0
Far West and Orana,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Far West and Orana,100 years and over,Female,hs_finished,Indigenous,0,0
Far West and Orana,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Far West and Orana,100 years and over,Female,hs_not_finished,Indigenous,0,0
Far West and Orana,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Hunter Valley exc Newcastle,15-19 years,Male,hs_finished,Indigenous,19,90
Hunter Valley exc Newcastle,15-19 years,Male,hs_finished,Non-Indigenous,202,1280
Hunter Valley exc Newcastle,15-19 years,Male,hs_not_finished,Indigenous,72,229
Hunter Valley exc Newcastle,15-19 years,Male,hs_not_finished,Non-Indigenous,579,2712
Hunter Valley exc Newcastle,15-19 years,Female,hs_finished,Indigenous,18,95
Hunter Valley exc Newcastle,15-19 years,Female,hs_finished,Non-Indigenous,200,1464
Hunter Valley exc Newcastle,15-19 years,Female,hs_not_finished,Indigenous,73,250
Hunter Valley exc Newcastle,15-19 years,Female,hs_not_finished,Non-Indigenous,509,2601
Hunter Valley exc Newcastle,20-29 years,Male,hs_finished,Indigenous,53,335
Hunter Valley exc Newcastle,20-29 years,Male,hs_finished,Non-Indigenous,448,5822
Hunter Valley exc Newcastle,20-29 years,Male,hs_not_finished,Indigenous,121,597
Hunter Valley exc Newcastle,20-29 years,Male,hs_not_finished,Non-Indigenous,606,5719
Hunter Valley exc Newcastle,20-29 years,Female,hs_finished,Indigenous,52,362
Hunter Valley exc Newcastle,20-29 years,Female,hs_finished,Non-Indigenous,460,6892
Hunter Valley exc Newcastle,20-29 years,Female,hs_not_finished,Indigenous,70,324
Hunter Valley exc Newcastle,20-29 years,Female,hs_not_finished,Non-Indigenous,463,3389
Hunter Valley exc Newcastle,30-39 years,Male,hs_finished,Indigenous,9,194
Hunter Valley exc Newcastle,30-39 years,Male,hs_finished,Non-Indigenous,197,6275
Hunter Valley exc Newcastle,30-39 years,Male,hs_not_finished,Indigenous,41,394
Hunter Valley exc Newcastle,30-39 years,Male,hs_not_finished,Non-Indigenous,450,6112
Hunter Valley exc Newcastle,30-39 years,Female,hs_finished,Indigenous,12,210
Hunter Valley exc Newcastle,30-39 years,Female,hs_finished,Non-Indigenous,328,7020
Hunter Valley exc Newcastle,30-39 years,Female,hs_not_finished,Indigenous,46,263
Hunter Valley exc Newcastle,30-39 years,Female,hs_not_finished,Non-Indigenous,334,3654
Hunter Valley exc Newcastle,40-49 years,Male,hs_finished,Indigenous,8,135
Hunter Valley exc Newcastle,40-49 years,Male,hs_finished,Non-Indigenous,192,5114
Hunter Valley exc Newcastle,40-49 years,Male,hs_not_finished,Indigenous,34,373
Hunter Valley exc Newcastle,40-49 years,Male,hs_not_finished,Non-Indigenous,452,8133
Hunter Valley exc Newcastle,40-49 years,Female,hs_finished,Indigenous,12,169
Hunter Valley exc Newcastle,40-49 years,Female,hs_finished,Non-Indigenous,272,6183
Hunter Valley exc Newcastle,40-49 years,Female,hs_not_finished,Indigenous,38,378
Hunter Valley exc Newcastle,40-49 years,Female,hs_not_finished,Non-Indigenous,432,6385
Hunter Valley exc Newcastle,50-59 years,Male,hs_finished,Indigenous,4,47
Hunter Valley exc Newcastle,50-59 years,Male,hs_finished,Non-Indigenous,143,3283
Hunter Valley exc Newcastle,50-59 years,Male,hs_not_finished,Indigenous,33,351
Hunter Valley exc Newcastle,50-59 years,Male,hs_not_finished,Non-Indigenous,481,9271
Hunter Valley exc Newcastle,50-59 years,Female,hs_finished,Indigenous,0,68
Hunter Valley exc Newcastle,50-59 years,Female,hs_finished,Non-Indigenous,142,3752
Hunter Valley exc Newcastle,50-59 years,Female,hs_not_finished,Indigenous,13,319
Hunter Valley exc Newcastle,50-59 years,Female,hs_not_finished,Non-Indigenous,398,7306
Hunter Valley exc Newcastle,60-69 years,Male,hs_finished,Indigenous,0,15
Hunter Valley exc Newcastle,60-69 years,Male,hs_finished,Non-Indigenous,108,1943
Hunter Valley exc Newcastle,60-69 years,Male,hs_not_finished,Indigenous,9,101
Hunter Valley exc Newcastle,60-69 years,Male,hs_not_finished,Non-Indigenous,229,3929
Hunter Valley exc Newcastle,60-69 years,Female,hs_finished,Indigenous,0,17
Hunter Valley exc Newcastle,60-69 years,Female,hs_finished,Non-Indigenous,45,1338
Hunter Valley exc Newcastle,60-69 years,Female,hs_not_finished,Indigenous,0,78
Hunter Valley exc Newcastle,60-69 years,Female,hs_not_finished,Non-Indigenous,120,2876
Hunter Valley exc Newcastle,70-79 years,Male,hs_finished,Indigenous,0,4
Hunter Valley exc Newcastle,70-79 years,Male,hs_finished,Non-Indigenous,4,349
Hunter Valley exc Newcastle,70-79 years,Male,hs_not_finished,Indigenous,0,4
Hunter Valley exc Newcastle,70-79 years,Male,hs_not_finished,Non-Indigenous,10,607
Hunter Valley exc Newcastle,70-79 years,Female,hs_finished,Indigenous,0,4
Hunter Valley exc Newcastle,70-79 years,Female,hs_finished,Non-Indigenous,0,147
Hunter Valley exc Newcastle,70-79 years,Female,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,70-79 years,Female,hs_not_finished,Non-Indigenous,8,353
Hunter Valley exc Newcastle,80-89 years,Male,hs_finished,Indigenous,0,0
Hunter Valley exc Newcastle,80-89 years,Male,hs_finished,Non-Indigenous,0,38
Hunter Valley exc Newcastle,80-89 years,Male,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,80-89 years,Male,hs_not_finished,Non-Indigenous,0,121
Hunter Valley exc Newcastle,80-89 years,Female,hs_finished,Indigenous,0,3
Hunter Valley exc Newcastle,80-89 years,Female,hs_finished,Non-Indigenous,0,16
Hunter Valley exc Newcastle,80-89 years,Female,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,80-89 years,Female,hs_not_finished,Non-Indigenous,0,63
Hunter Valley exc Newcastle,90-99 years,Male,hs_finished,Indigenous,0,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_finished,Non-Indigenous,0,9
Hunter Valley exc Newcastle,90-99 years,Male,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,90-99 years,Male,hs_not_finished,Non-Indigenous,0,3
Hunter Valley exc Newcastle,90-99 years,Female,hs_finished,Indigenous,0,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_finished,Non-Indigenous,0,6
Hunter Valley exc Newcastle,90-99 years,Female,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,90-99 years,Female,hs_not_finished,Non-Indigenous,0,16
Hunter Valley exc Newcastle,100 years and over,Male,hs_finished,Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_finished,Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_not_finished,Indigenous,0,0
Hunter Valley exc Newcastle,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Illawarra,15-19 years,Male,hs_finished,Indigenous,9,60
Illawarra,15-19 years,Male,hs_finished,Non-Indigenous,414,1813
Illawarra,15-19 years,Male,hs_not_finished,Indigenous,46,134
Illawarra,15-19 years,Male,hs_not_finished,Non-Indigenous,620,2717
Illawarra,15-19 years,Female,hs_finished,Indigenous,18,91
Illawarra,15-19 years,Female,hs_finished,Non-Indigenous,405,2128
Illawarra,15-19 years,Female,hs_not_finished,Indigenous,47,127
Illawarra,15-19 years,Female,hs_not_finished,Non-Indigenous,502,2526
Illawarra,20-29 years,Male,hs_finished,Indigenous,29,270
Illawarra,20-29 years,Male,hs_finished,Non-Indigenous,1072,10048
Illawarra,20-29 years,Male,hs_not_finished,Indigenous,51,272
Illawarra,20-29 years,Male,hs_not_finished,Non-Indigenous,512,4780
Illawarra,20-29 years,Female,hs_finished,Indigenous,31,327
Illawarra,20-29 years,Female,hs_finished,Non-Indigenous,814,10901
Illawarra,20-29 years,Female,hs_not_finished,Indigenous,30,120
Illawarra,20-29 years,Female,hs_not_finished,Non-Indigenous,345,2676
Illawarra,30-39 years,Male,hs_finished,Indigenous,9,131
Illawarra,30-39 years,Male,hs_finished,Non-Indigenous,336,9423
Illawarra,30-39 years,Male,hs_not_finished,Indigenous,16,218
Illawarra,30-39 years,Male,hs_not_finished,Non-Indigenous,299,5123
Illawarra,30-39 years,Female,hs_finished,Indigenous,4,141
Illawarra,30-39 years,Female,hs_finished,Non-Indigenous,387,9754
Illawarra,30-39 years,Female,hs_not_finished,Indigenous,12,118
Illawarra,30-39 years,Female,hs_not_finished,Non-Indigenous,271,3151
Illawarra,40-49 years,Male,hs_finished,Indigenous,3,91
Illawarra,40-49 years,Male,hs_finished,Non-Indigenous,253,7950
Illawarra,40-49 years,Male,hs_not_finished,Indigenous,25,192
Illawarra,40-49 years,Male,hs_not_finished,Non-Indigenous,336,7281
Illawarra,40-49 years,Female,hs_finished,Indigenous,7,121
Illawarra,40-49 years,Female,hs_finished,Non-Indigenous,338,8636
Illawarra,40-49 years,Female,hs_not_finished,Indigenous,18,162
Illawarra,40-49 years,Female,hs_not_finished,Non-Indigenous,359,6097
Illawarra,50-59 years,Male,hs_finished,Indigenous,3,46
Illawarra,50-59 years,Male,hs_finished,Non-Indigenous,231,5490
Illawarra,50-59 years,Male,hs_not_finished,Indigenous,9,145
Illawarra,50-59 years,Male,hs_not_finished,Non-Indigenous,408,8751
Illawarra,50-59 years,Female,hs_finished,Indigenous,4,66
Illawarra,50-59 years,Female,hs_finished,Non-Indigenous,173,5346
Illawarra,50-59 years,Female,hs_not_finished,Indigenous,11,171
Illawarra,50-59 years,Female,hs_not_finished,Non-Indigenous,305,7612
Illawarra,60-69 years,Male,hs_finished,Indigenous,3,20
Illawarra,60-69 years,Male,hs_finished,Non-Indigenous,120,2392
Illawarra,60-69 years,Male,hs_not_finished,Indigenous,0,50
Illawarra,60-69 years,Male,hs_not_finished,Non-Indigenous,195,3172
Illawarra,60-69 years,Female,hs_finished,Indigenous,0,4
Illawarra,60-69 years,Female,hs_finished,Non-Indigenous,61,1691
Illawarra,60-69 years,Female,hs_not_finished,Indigenous,0,52
Illawarra,60-69 years,Female,hs_not_finished,Non-Indigenous,83,2810
Illawarra,70-79 years,Male,hs_finished,Indigenous,0,3
Illawarra,70-79 years,Male,hs_finished,Non-Indigenous,15,332
Illawarra,70-79 years,Male,hs_not_finished,Indigenous,0,3
Illawarra,70-79 years,Male,hs_not_finished,Non-Indigenous,8,386
Illawarra,70-79 years,Female,hs_finished,Indigenous,0,0
Illawarra,70-79 years,Female,hs_finished,Non-Indigenous,7,148
Illawarra,70-79 years,Female,hs_not_finished,Indigenous,0,0
Illawarra,70-79 years,Female,hs_not_finished,Non-Indigenous,0,244
Illawarra,80-89 years,Male,hs_finished,Indigenous,0,0
Illawarra,80-89 years,Male,hs_finished,Non-Indigenous,0,41
Illawarra,80-89 years,Male,hs_not_finished,Indigenous,0,0
Illawarra,80-89 years,Male,hs_not_finished,Non-Indigenous,0,57
Illawarra,80-89 years,Female,hs_finished,Indigenous,0,0
Illawarra,80-89 years,Female,hs_finished,Non-Indigenous,0,13
Illawarra,80-89 years,Female,hs_not_finished,Indigenous,0,0
Illawarra,80-89 years,Female,hs_not_finished,Non-Indigenous,0,30
Illawarra,90-99 years,Male,hs_finished,Indigenous,0,0
Illawarra,90-99 years,Male,hs_finished,Non-Indigenous,0,3
Illawarra,90-99 years,Male,hs_not_finished,Indigenous,0,0
Illawarra,90-99 years,Male,hs_not_finished,Non-Indigenous,0,4
Illawarra,90-99 years,Female,hs_finished,Indigenous,0,0
Illawarra,90-99 years,Female,hs_finished,Non-Indigenous,0,9
Illawarra,90-99 years,Female,hs_not_finished,Indigenous,0,0
Illawarra,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Illawarra,100 years and over,Male,hs_finished,Indigenous,0,0
Illawarra,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Illawarra,100 years and over,Male,hs_not_finished,Indigenous,0,0
Illawarra,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Illawarra,100 years and over,Female,hs_finished,Indigenous,0,0
Illawarra,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Illawarra,100 years and over,Female,hs_not_finished,Indigenous,0,0
Illawarra,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Mid North Coast,15-19 years,Male,hs_finished,Indigenous,16,59
Mid North Coast,15-19 years,Male,hs_finished,Non-Indigenous,135,728
Mid North Coast,15-19 years,Male,hs_not_finished,Indigenous,72,184
Mid North Coast,15-19 years,Male,hs_not_finished,Non-Indigenous,331,1791
Mid North Coast,15-19 years,Female,hs_finished,Indigenous,18,78
Mid North Coast,15-19 years,Female,hs_finished,Non-Indigenous,130,905
Mid North Coast,15-19 years,Female,hs_not_finished,Indigenous,48,170
Mid North Coast,15-19 years,Female,hs_not_finished,Non-Indigenous,233,1680
Mid North Coast,20-29 years,Male,hs_finished,Indigenous,55,265
Mid North Coast,20-29 years,Male,hs_finished,Non-Indigenous,311,3080
Mid North Coast,20-29 years,Male,hs_not_finished,Indigenous,109,318
Mid North Coast,20-29 years,Male,hs_not_finished,Non-Indigenous,386,2750
Mid North Coast,20-29 years,Female,hs_finished,Indigenous,33,252
Mid North Coast,20-29 years,Female,hs_finished,Non-Indigenous,266,3665
Mid North Coast,20-29 years,Female,hs_not_finished,Indigenous,51,196
Mid North Coast,20-29 years,Female,hs_not_finished,Non-Indigenous,223,1520
Mid North Coast,30-39 years,Male,hs_finished,Indigenous,13,120
Mid North Coast,30-39 years,Male,hs_finished,Non-Indigenous,152,3331
Mid North Coast,30-39 years,Male,hs_not_finished,Indigenous,46,229
Mid North Coast,30-39 years,Male,hs_not_finished,Non-Indigenous,299,3015
Mid North Coast,30-39 years,Female,hs_finished,Indigenous,14,133
Mid North Coast,30-39 years,Female,hs_finished,Non-Indigenous,185,3968
Mid North Coast,30-39 years,Female,hs_not_finished,Indigenous,46,203
Mid North Coast,30-39 years,Female,hs_not_finished,Non-Indigenous,199,1989
Mid North Coast,40-49 years,Male,hs_finished,Indigenous,3,94
Mid North Coast,40-49 years,Male,hs_finished,Non-Indigenous,141,3629
Mid North Coast,40-49 years,Male,hs_not_finished,Indigenous,49,253
Mid North Coast,40-49 years,Male,hs_not_finished,Non-Indigenous,360,4782
Mid North Coast,40-49 years,Female,hs_finished,Indigenous,10,150
Mid North Coast,40-49 years,Female,hs_finished,Non-Indigenous,191,4653
Mid North Coast,40-49 years,Female,hs_not_finished,Indigenous,39,275
Mid North Coast,40-49 years,Female,hs_not_finished,Non-Indigenous,302,4180
Mid North Coast,50-59 years,Male,hs_finished,Indigenous,3,42
Mid North Coast,50-59 years,Male,hs_finished,Non-Indigenous,151,2733
Mid North Coast,50-59 years,Male,hs_not_finished,Indigenous,50,235
Mid North Coast,50-59 years,Male,hs_not_finished,Non-Indigenous,529,6810
Mid North Coast,50-59 years,Female,hs_finished,Indigenous,4,69
Mid North Coast,50-59 years,Female,hs_finished,Non-Indigenous,150,3599
Mid North Coast,50-59 years,Female,hs_not_finished,Indigenous,28,235
Mid North Coast,50-59 years,Female,hs_not_finished,Non-Indigenous,385,6499
Mid North Coast,60-69 years,Male,hs_finished,Indigenous,3,20
Mid North Coast,60-69 years,Male,hs_finished,Non-Indigenous,130,1954
Mid North Coast,60-69 years,Male,hs_not_finished,Indigenous,6,89
Mid North Coast,60-69 years,Male,hs_not_finished,Non-Indigenous,269,3470
Mid North Coast,60-69 years,Female,hs_finished,Indigenous,0,15
Mid North Coast,60-69 years,Female,hs_finished,Non-Indigenous,61,1432
Mid North Coast,60-69 years,Female,hs_not_finished,Indigenous,0,64
Mid North Coast,60-69 years,Female,hs_not_finished,Non-Indigenous,151,2977
Mid North Coast,70-79 years,Male,hs_finished,Indigenous,0,3
Mid North Coast,70-79 years,Male,hs_finished,Non-Indigenous,11,329
Mid North Coast,70-79 years,Male,hs_not_finished,Indigenous,0,8
Mid North Coast,70-79 years,Male,hs_not_finished,Non-Indigenous,21,642
Mid North Coast,70-79 years,Female,hs_finished,Indigenous,0,0
Mid North Coast,70-79 years,Female,hs_finished,Non-Indigenous,0,177
Mid North Coast,70-79 years,Female,hs_not_finished,Indigenous,0,0
Mid North Coast,70-79 years,Female,hs_not_finished,Non-Indigenous,0,402
Mid North Coast,80-89 years,Male,hs_finished,Indigenous,0,0
Mid North Coast,80-89 years,Male,hs_finished,Non-Indigenous,0,30
Mid North Coast,80-89 years,Male,hs_not_finished,Indigenous,0,0
Mid North Coast,80-89 years,Male,hs_not_finished,Non-Indigenous,0,129
Mid North Coast,80-89 years,Female,hs_finished,Indigenous,0,0
Mid North Coast,80-89 years,Female,hs_finished,Non-Indigenous,0,14
Mid North Coast,80-89 years,Female,hs_not_finished,Indigenous,0,0
Mid North Coast,80-89 years,Female,hs_not_finished,Non-Indigenous,0,56
Mid North Coast,90-99 years,Male,hs_finished,Indigenous,0,0
Mid North Coast,90-99 years,Male,hs_finished,Non-Indigenous,0,5
Mid North Coast,90-99 years,Male,hs_not_finished,Indigenous,0,0
Mid North Coast,90-99 years,Male,hs_not_finished,Non-Indigenous,0,8
Mid North Coast,90-99 years,Female,hs_finished,Indigenous,0,0
Mid North Coast,90-99 years,Female,hs_finished,Non-Indigenous,0,4
Mid North Coast,90-99 years,Female,hs_not_finished,Indigenous,0,0
Mid North Coast,90-99 years,Female,hs_not_finished,Non-Indigenous,0,4
Mid North Coast,100 years and over,Male,hs_finished,Indigenous,0,0
Mid North Coast,100 years and over,Male,hs_finished,Non-Indigenous,0,0
Mid North Coast,100 years and over,Male,hs_not_finished,Indigenous,0,0
Mid North Coast,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Mid North Coast,100 years and over,Female,hs_finished,Indigenous,0,0
Mid North Coast,100 years and over,Female,hs_finished,Non-Indigenous,0,0
Mid North Coast,100 years and over,Female,hs_not_finished,Indigenous,0,0
Mid North Coast,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Murray,15-19 years,Male,hs_finished,Indigenous,0,14
Murray,15-19 years,Male,hs_finished,Non-Indigenous,62,511
Murray,15-19 years,Male,hs_not_finished,Indigenous,20,34
Murray,15-19 years,Male,hs_not_finished,Non-Indigenous,159,1192
Murray,15-19 years,Female,hs_finished,Indigenous,8,23
Murray,15-19 years,Female,hs_finished,Non-Indigenous,69,653
Murray,15-19 years,Female,hs_not_finished,Indigenous,7,40
Murray,15-19 years,Female,hs_not_finished,Non-Indigenous,156,1090
Murray,20-29 years,Male,hs_finished,Indigenous,4,61
Murray,20-29 years,Male,hs_finished,Non-Indigenous,160,2566
